Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
paid-for,2,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,14104,E114,Warren Street,W1T 5NE,CA-E,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529045,182174,"LINESTRING (529049.890686036 182174.662300589,529049.255816331 182176.281837002,529048.629191688 182176.021911405,529045.50431353 182174.892234771,529041.670360118 182173.542621094,529038.223924578 182172.282981662,529038.809323916 182170.573471005)","LINESTRING (-0.141252110791824 51.52376153025,-0.14126066412001 51.5237762294474,-0.141269786429026 51.5237740366181,-0.141315216993374 51.5237645978791,-0.141370942995412 51.5237533444702,-0.141421053445713 51.5237428111528,-0.141413245665877 51.5237273146876)",46036025,Defined By Custodian,4/9/17 23:31,1039
resident permit holders only,8,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Frognal Lane,NW3 7DL,CA-H,CA-H,39,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525855,185424,"LINESTRING (525865.458452386 185431.879931741,525866.373654168 185430.060452562,525857.436007935 185425.031891972,525853.20629159 185423.312384176,525830.087140262 185414.524899568,525829.32034958 185416.604304344)","LINESTRING (-0.185964653544101 51.5537517635955,-0.185952110594394 51.5537352081961,-0.186082752361126 51.553692009105,-0.186144342105732 51.5536774987357,-0.186480765572561 51.5536036784514,-0.186491076307658 51.5536225366468)",46035051,Defined By Custodian,4/9/17 23:31,104
paid-for,1,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,14100,E105,Warren Street,W1T 5NZ,CA-E,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529200,182235,"LINESTRING (529202.15222939 182238.41405184,529202.8283244 182236.514595554,529198.136884634 182234.805084897,529197.543240235 182236.624564076)","LINESTRING (-0.13903526747558 51.5242996687995,-0.139026223431345 51.5242824444752,-0.13909443558053 51.5242681538601,-0.139102321148253 51.5242846406074)",46036026,Defined By Custodian,4/9/17 23:31,1040
paid-for,2,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13886,E114,Conway Street,W1T 6BN,CA-E,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529052,182132,"LINESTRING (529054.845967758 182126.746016483,529056.033256556 182127.775721733,529049.569128653 182136.75315197,529048.398329977 182135.873403796)","LINESTRING (-0.141198259399529 51.5233297902333,-0.14118077859689 51.5233387728406,-0.141270615265591 51.5234209258454,-0.141287803654184 51.5234132870787)",46036027,Defined By Custodian,4/9/17 23:31,1041
paid-for,1,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13886,E114,Conway Street,W1T 6BN,CA-E,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529065,182115,"LINESTRING (529065.539812006 182111.780300375,529066.966207576 182112.790011348,529063.453811547 182117.818571938,529062.027415977 182116.708889581)","LINESTRING (-0.141049681708796 51.5231928566812,-0.141028763704541 51.5232016049962,-0.141077522599463 51.523247596986,-0.141098477201234 51.5232379502505)",46036028,Defined By Custodian,4/9/17 23:31,1042
doctor,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Grafton Way,W1T 6EX,CA-E,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529114,182023,"LINESTRING (529117.351775965 182027.684372584,529118.43187897 182026.244784661,529114.416534213 182023.315623125,529110.137347502 182020.216510237,529109.14794017 182021.636103883)","LINESTRING (-0.140334073183669 51.5224252819201,-0.140319040654719 51.5224120981138,-0.140377956540077 51.522386691683,-0.140440735379599 51.5223598181755,-0.140454468719843 51.5223728015721)",46036029,Defined By Custodian,4/9/17 23:31,1043
paid-for,3,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13907,E113,Cleveland Street,W1T 6NH,CA-E,N/A,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529071,182017,"LINESTRING (529067.634057526 182025.924876234,529066.281867505 182024.915165261,529066.39729836 182024.775205324,529070.000390062 182020.216510237,529073.801363229 182015.307915308,529077.338494442 182010.849191604,529077.412699991 182010.769214497,529078.814360379 182012.008859653)","LINESTRING (-0.141050932330019 51.5224208223865,-0.141070780990638 51.5224120571222,-0.141069169355089 51.5224107729933,-0.141018932860946 51.5223689828335,-0.14096597391006 51.5223240030335,-0.140916651217032 51.5222831263023,-0.140915611512519 51.5222823906308,-0.140894966077305 51.522293210922)",46036030,Defined By Custodian,4/9/17 23:31,1044
resident permit holders only,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Cleveland Street,W1T 6NG,CA-E,CA-E,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529096,181986,"LINESTRING (529095.988822652 181990.28507802,529094.628387571 181989.055430004,529098.462340983 181984.41675781,529099.765060637 181985.50644589)","LINESTRING (-0.140655509413949 51.5220940645946,-0.140675557282201 51.5220833247727,-0.140622025099257 51.5220407630033,-0.140602859888903 51.5220502582189)",46036031,Defined By Custodian,4/9/17 23:31,1045
resident permit holders only,4,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Whitfield Street,W1T 5DP,CA-E,CA-E,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529243,182145,"LINESTRING (529238.933446962 182154.937946627,529237.457581025 182153.868252824,529237.556521758 182153.738290025,529241.134878276 182148.659743744,529245.50476066 182142.541495074,529249.322223949 182137.193026058,529251.655576241 182133.913964679,529253.106706995 182134.883687099)","LINESTRING (-0.138535981509937 51.5235410885397,-0.138557634787584 51.523531812939,-0.138556257077431 51.5235306223869,-0.138506568550336 51.5234841650889,-0.138445858488002 51.523428183344,-0.138392824556145 51.5233792456267,-0.138360412255485 51.5233492442954,-0.138339151998815 51.5233576271052)",46036032,Defined By Custodian,4/9/17 23:31,1046
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Grafton Way,W1T 5DW,CA-E,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529266,182135,"LINESTRING (529267.82414106 182138.622616842,529268.854773698 182137.263006026,529263.924227159 182133.584059114,529262.778163666 182134.883687099)","LINESTRING (-0.138125763548219 51.5233878625956,-0.138111414704869 51.5233754085517,-0.138183792177558 51.5233434744427,-0.138199825902555 51.5233554158248)",46036033,Defined By Custodian,4/9/17 23:31,1047
resident permit holders only,4,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Maple Street,W1T 4HJ,CA-E,CA-E,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529286,182042,"LINESTRING (529276.629866316 182038.041407913,529277.742949565 182036.511845746,529277.998546459 182036.711788513,529295.478075993 182049.188217172,529295.642977215 182049.298185694,529294.521648906 182050.837745)","LINESTRING (-0.138035778125866 51.5224819583404,-0.138020304129597 51.5224679581352,-0.138016548807008 51.5224696965093,-0.13776017137844 51.5225778208359,-0.137757755552911 51.5225787713743,-0.137773344615004 51.5225928633401)",46036034,Defined By Custodian,4/9/17 23:31,1048
resident permit holders only,5,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Whitfield Street,W1T 2JN,CA-E,CA-E,25,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529573,181676,"LINESTRING (529574.589884388 181678.104438799,529572.817196251 181676.88478792,529573.188224001 181676.394928141,529573.386105467 181676.144999682,529587.048171712 181656.090740155,529588.763144421 181657.040468298)","LINESTRING (-0.1338757119937 51.5191791163795,-0.133901694776317 51.5191685620289,-0.133896530225248 51.5191640747995,-0.133893771636625 51.5191617834301,-0.133704342901223 51.5189784316109,-0.133679290704294 51.5189865734429)",46036035,Defined By Custodian,4/9/17 23:31,1049
resident permit holders only,1,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Langland Gardens,NW3 6QE,CA-H,CA-H,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525959,185422,"LINESTRING (525957.646480557 185420.453202608,525959.724235955 185420.26325698,525960.087018643 185425.071880526,525958.017508307 185425.321808984)","LINESTRING (-0.184639770031398 51.553628519113,-0.184609885399422 51.5536263486744,-0.184602935134943 51.5536694821995,-0.184632679474607 51.5536721898586)",46035052,Defined By Custodian,4/9/17 23:31,105
resident permit holders only,3,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Goodge Street,W1T 2QE,CA-E,CA-E,19,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529502,181740,"LINESTRING (529487.96727246 181732.698811322,529487.637470016 181730.239515288,529502.857852808 181740.256647914,529502.956793542 181740.346622159,529500.664666555 181740.996436152)","LINESTRING (-0.135103431794604 51.5196895821214,-0.135109085291166 51.5196675567803,-0.134886162385899 51.5197540914697,-0.134884704137461 51.5197548773763,-0.134917483070405 51.5197612420304)",46036036,Defined By Custodian,4/9/17 23:31,1050
resident permit holders only,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Goodge Street,W1T 2PP,CA-E,CA-E,7,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529489,181725,"LINESTRING (529487.802371238 181723.981306682,529486.458426278 181723.671395393,529492.798878265 181727.640259318,529494.10984298 181725.810783)","LINESTRING (-0.135109007261012 51.5196112785862,-0.135128480147151 51.5196088013005,-0.135035690870326 51.5196430160664,-0.135017478421416 51.5196262749294)",46036037,Defined By Custodian,4/9/17 23:31,1051
loading,1,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Royal College Street,NW1 0QS,CA-G,N/A,23,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,,,46126626,Defined By Custodian,4/9/17 23:31,8252
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Ridgmount Gardens,WC1E 7AZ,CA-E,N/A,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529617,182006,"LINESTRING (529620.556100026 182005.830628153,529619.434771717 182004.94088284,529616.384099109 182009.039709563,529617.488937297 182009.999434845)","LINESTRING (-0.133093154092413 51.5221137425505,-0.133109634350935 51.5221060038068,-0.13315207437325 51.5221435379538,-0.133135805937826 51.5221519093696)",46036038,Defined By Custodian,4/9/17 23:31,1052
resident permit holders only,9,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Ridgmount Gardens,WC1E 7AP,CA-E,CA-E,46,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529673,181929,"LINESTRING (529688.701530027 181911.167725127,529687.456525801 181910.287976952,529659.777855684 181948.636999659,529661.080575338 181949.506750695)","LINESTRING (-0.132146295309908 51.521247412507,-0.1321645533079 51.5212397921037,-0.132549172138195 51.5215907696814,-0.132530086327822 51.5215982870662)",46036039,Defined By Custodian,4/9/17 23:31,1053
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Malet Street,WC1E 7HZ,CA-E,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529753,182033,"LINESTRING (529758.479482126 182030.523559875,529756.698548928 182029.373888965,529751.10015244 182037.521556719,529752.699694294 182038.611244799)","LINESTRING (-0.131097219725986 51.5223040103475,-0.131123297960948 51.5222940874194,-0.1312009482555 51.5223685924722,-0.131177505101779 51.5223780180037)",46036040,Defined By Custodian,4/9/17 23:31,1054
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Cleveland Street,W1T 6PH,CA-E,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528976,182136,"LINESTRING (528976.287025587 182139.232442281,528974.918345444 182138.132757063,528978.133919273 182134.083916031,528979.527334599 182135.213592665)","LINESTRING (-0.142325407430296 51.5234599299469,-0.142345526769917 51.5234503596612,-0.142300684072635 51.5234132403462,-0.142280197437624 51.5234230745048)",46036041,Defined By Custodian,4/9/17 23:31,1055
paid-for,2,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13908,E113,Cleveland Street,W1T 6PQ,CA-E,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528985,182125,"LINESTRING (528993.667614388 182117.678612001,528992.265954001 182116.478955399,528984.969074926 182125.506371328,528986.49441123 182126.746016483)","LINESTRING (-0.142082906857595 51.5232622667231,-0.142103537834613 51.523251805591,-0.142205354289585 51.5233345971095,-0.142182927004732 51.5233453894064)",46036042,Defined By Custodian,4/9/17 23:31,1056
